Assembly_barcode	year_range	year_range_colour	Disease	Disease_color	Isolate source	isolate_source_colour	Capsule_color	Best match locus	Continent	continent_color
ESC_NC9452AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_OC0014AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_OC0405AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC0528AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC0563AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_OC0568AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_OC0881AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC0884AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#d5d36e	KL9	North America	#33a02c
ESC_OC1383AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC1384AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC1386AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_OC1392AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC1477AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#CAB2D6	KL123	North America	#33a02c
ESC_OC2238AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC2986AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC3150AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_OC3156AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC3238AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL137	North America	#33a02c
ESC_OC3510AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_OC3511AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_OC3543AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC3544AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC3545AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_OC3546AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_OC3758AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_OC3825AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#d66384	KL101	North America	#33a02c
ESC_OC4034AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_OC4198AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC4199AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC4246AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	Africa	#b2df8a
ESC_OC4273AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC4349AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC4351AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#d66384	KL101	North America	#33a02c
ESC_OC4372AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL125	Oceania	#e31a1c
ESC_OC4413AA_AS	2015-2019	#fdae61	other	#afafaf			#d66384	KL101	Oceania	#e31a1c
ESC_OC4551AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Oceania	#e31a1c
ESC_QC0114AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Oceania	#e31a1c
ESC_OC4651AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_OC4704AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#29c722	KL127	Oceania	#e31a1c
ESC_OC4776AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	KL125	Asia	#1f78b4
ESC_OC4788AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#aac201	KL121	North America	#33a02c
ESC_OC5037AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC5254AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#35978f	KL48	Africa	#b2df8a
ESC_PC5135AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	KL137	Africa	#b2df8a
ESC_OC5257AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#aac201	KL121	Africa	#b2df8a
ESC_OC5264AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#abf186	KL14	Africa	#b2df8a
ESC_OC5268AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#4695f0	KL103	Africa	#b2df8a
ESC_OC5270AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#4695f0	KL103	Africa	#b2df8a
ESC_OC5271AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#4695f0	KL103	Africa	#b2df8a
ESC_PC5143AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_OC5413AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC5423AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	KL31	Asia	#1f78b4
ESC_OC5424AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	KL31	Asia	#1f78b4
ESC_OC5425AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	KL31	Asia	#1f78b4
ESC_OC5523AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC5586AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC5589AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#E31A1C	KL57	North America	#33a02c
ESC_OC5590AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#E31A1C	KL57	North America	#33a02c
ESC_OC6416AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC6698AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_OC6888AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC6954AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC6958AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_OC7024AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_OC7179AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_OC7181AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC7336AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC7866AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	Asia	#1f78b4
ESC_OC8677AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_OC8682AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_OC8755AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_OC8756AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_OC8820AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d66384	KL101	Asia	#1f78b4
ESC_OC8855AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_OC8857AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_OC8879AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_OC8924AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	Asia	#1f78b4
ESC_PC0285AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC0383AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_PC0402AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_PC0404AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_PC1942AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC1978AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC2011AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL137	North America	#33a02c
ESC_PC2040AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_PC2413AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC2414AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_PC4409AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_PC4792AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_PC4912AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	KL16	Asia	#1f78b4
ESC_PC4927AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC5780AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_PC5785AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC5786AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC5899AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5901AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5902AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5907AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5908AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5909AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5913AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5931AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	KL125	Africa	#b2df8a
ESC_PC5933AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5935AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5938AA_AS	2020-2024	#d73027	other	#afafaf			#904f02	KL158	Africa	#b2df8a
ESC_PC5939AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC5941AA_AS	2020-2024	#d73027	other	#afafaf			#abf186	KL14	Africa	#b2df8a
ESC_PC5952AA_AS	2020-2024	#d73027	other	#afafaf			#005A9C	KL115	Africa	#b2df8a
ESC_PC6056AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC6060AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC6226AA_AS	NA	white	rectal	#bf812d	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_PC6244AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_PC6424AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_PC6425AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC6505AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC6618AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC7159AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_RC0371AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_PC7179AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_PC7575AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_PC7576AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_PC7684AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_PC7754AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC8410AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC8423AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC8451AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_PC8935AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC8934AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_PC9333AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_PC9284AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_PC9283AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_PC9229AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Asia	#1f78b4
ESC_PC9646AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#FDBF6F	KL47	North America	#33a02c
ESC_PC9696AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#E31A1C	KL57	North America	#33a02c
ESC_PC9794AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC9793AA_AS	2020-2024	#d73027	other	#afafaf			#904f02	KL158	Africa	#b2df8a
ESC_PC9786AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC9784AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC9781AA_AS	2020-2024	#d73027	other	#afafaf			#4695f0	KL103	Africa	#b2df8a
ESC_PC9775AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	KL125	Africa	#b2df8a
ESC_PC9825AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_PC9839AA_AS	2020-2024	#d73027	other	#afafaf			#35978f	KL48	NA	NA
ESC_QC0251AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	black	KL124	North America	#33a02c
ESC_QC0212AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_QC0206AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_QC0205AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_RC8191AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	Europe	#a6cee3
ESC_RC8224AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_RC8266AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	KL125	Europe	#a6cee3
ESC_RC8278AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL137	Europe	#a6cee3
ESC_RC8315AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d5d36e	KL9	Europe	#a6cee3
ESC_RC8319AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#35978f	KL48	Europe	#a6cee3
ESC_QC0648AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#d66384	KL101	North America	#33a02c
ESC_RC6276AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#d66384	KL101	North America	#33a02c
ESC_QC0560AA_AS	NA	white	rectal	#bf812d	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_RC8784AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	black	KL124	Europe	#a6cee3
ESC_RC7528AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_RC7883AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#d66384	KL101	Europe	#a6cee3
ESC_RC7974AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_QC2819AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_QC3845AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_QC3952AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#d66384	KL101	North America	#33a02c
ESC_RC9291AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_QC4069AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_RC9688AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9689AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9693AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9694AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9697AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9698AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9700AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9701AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9703AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9704AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9706AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_RC9708AA_AS	2020-2024	#d73027	other	#afafaf			#afafaf	Unassigned	Africa	#b2df8a
ESC_QC4147AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_QC4857AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_QC6289AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_QC6288AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_SC2138AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_SC2148AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Africa	#b2df8a
ESC_SC2168AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL31	Africa	#b2df8a
ESC_SC2284AA_AS	NA	white	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	Europe	#a6cee3
ESC_QC7545AA_AS	NA	white	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	Europe	#a6cee3
ESC_QC7332AA_AS	NA	white	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	Europe	#a6cee3
ESC_QC7095AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_QC7070AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_QC7069AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL16	North America	#33a02c
ESC_QC9482AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_QC9415AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_SC3758AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL31	Africa	#b2df8a
ESC_SC3760AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Africa	#b2df8a
ESC_QC9617AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_SC4445AA_AS	2020-2024	#d73027	other	#afafaf			#35978f	KL48	Africa	#b2df8a
ESC_RC0056AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_SC4509AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_SC4542AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_SC4981AA_AS	NA	white	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_RC0498AA_AS	NA	white	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_RC1358AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_RC1442AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_SC5093AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_SC5103AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	KL125	Asia	#1f78b4
ESC_SC5106AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	KL125	Asia	#1f78b4
ESC_SC5108AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_SC5109AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_SC5113AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_SC5114AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	KL16	Asia	#1f78b4
ESC_SC5115AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_SC5118AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_SC5123AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	KL16	Asia	#1f78b4
ESC_SC5125AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	Asia	#1f78b4
ESC_SC5126AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#904f02	KL158	Asia	#1f78b4
ESC_SC5127AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	KL16	Asia	#1f78b4
ESC_SC5132AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#904f02	KL158	Asia	#1f78b4
ESC_SC5133AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_SC5134AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	KL16	Asia	#1f78b4
ESC_SC5142AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#904f02	KL158	Asia	#1f78b4
ESC_SC5143AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_SC5145AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#d5d36e	KL9	Asia	#1f78b4
ESC_SC5146AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#0835fd	KL53	Asia	#1f78b4
ESC_SC5151AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	KL16	Asia	#1f78b4
ESC_SC5152AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#d5d36e	KL9	Asia	#1f78b4
ESC_SC5154AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#0835fd	KL53	Asia	#1f78b4
