Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
ESC_VA2781AA_AS	KL57	K57	Good	?-	99.51%	96.43%	n/a	17 / 18 (94.4%)	KL57_01_galF,98.662%;KL57_03_wzi,96.042%;KL57_04_wza,97.619%;KL57_05_wzb,100.0%;KL57_06_wzc,96.671%;KL57_07_wcaJ,96.436%;KL57_08_wzx,97.951%;KL57_09_wckX,100.0%;KL57_10_wckW,99.452%;KL57_11_wzy,98.473%;KL57_12,100.0%;KL57_13_vanT,98.165%;KL57_14_wbaZ,99.479%;KL57_15_gnd,99.36%;KL57_16_manC,96.186%;KL57_17_manB,98.031%;KL57_18_ugd,99.486%	KL57_02_cpsACP	0		0 / 18 (0%)		17	KL57_06_wzc,96.671%;KL62_03_wzi,96.055%;KL63_17_gnd,98.954%;KL57_07_wcaJ,96.436%;KL57_08_wzx,97.951%;KL57_12,100.0%;KL57_14_wbaZ,99.479%;KL57_09_wckX,100.0%;KL57_11_wzy,98.473%;KL57_04_wza,97.619%;KL57_10_wckW,99.452%;KL150_19_gmd,98.209%;KL57_13_vanT,98.165%;KL13_01_galF,98.671%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%;KL57_05_wzb,100.0%
ESC_VA2798AA_AS	KL9	K9	Good	?-	98.70%	96.79%	n/a	18 / 19 (94.7%)	KL9_01_galF,98.997%;KL9_03_wzi,98.812%;KL9_04_wza,98.681%;KL9_05_wzb,99.31%;KL9_06_wzc,99.446%;KL9_07_wbaP,98.739%;KL9_08,98.68%;KL9_09,98.722%;KL9_10,98.465%;KL9_11,98.621%;KL9_12,98.157%;KL9_13_wzx,99.05%;KL9_14_gnd,99.574%;KL9_15_rmlB,98.873%;KL9_16_rmlA,97.917%;KL9_17_rmlD,99.327%;KL9_18_rmlC,97.838%;KL9_19_ugd,100.0%	KL9_02_cpsACP	0		0 / 19 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VA2989AA_AS	KL30	K30	Good	*	98.41%	95.87%	+1103 bp	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.237%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VA3326AA_AS	KL14	K14	Good	?-*	99.12%	90.71%	n/a	24 / 25 (96%)	KL14_01_galF,98.997%;KL14_02_cpsACP,98.095%;KL14_03_wzi,97.03%;KL14_04_wza,98.945%;KL14_05_wzb,96.552%;KL14_06_wzc,97.241%;KL14_07,89.655%;KL14_08_wzx,90.57%;KL14_09,89.347%;KL14_10,84.756%;KL14_11,92.04%;KL14_12,90.654%;KL14_14,90.809%;KL14_15,94.005%;KL14_16,88.047%;KL14_17_wcaJ,95.494%;KL14_18_gnd,99.787%;KL14_19_manC,98.941%;KL14_20_manB,98.929%;KL14_21_rmlB,99.437%;KL14_22_rmlA,97.917%;KL14_23_rmlD,98.99%;KL14_24_rmlC,97.297%;KL14_25_ugd,99.229%	KL14_13	0		0 / 25 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VA6203AA_AS	KL123	unknown (KL123)	Good	?*	99.36%	94.97%	n/a	16 / 16 (100%)	KL123_01_galF,98.662%;KL123_02_cpsACP,89.524%;KL123_03_wzi,97.699%;KL123_04_wza,99.202%;KL123_05_wzb,99.31%;KL123_06_wzc,98.336%;KL123_07_wckV,95.541%;KL123_08_wcoX,91.401%;KL123_09_wzy,97.989%;KL123_10_wcuF,95.393%;KL123_11_wckY,97.778%;KL123_12_wzx,98.807%;KL123_13,95.399%;KL123_14_wcaJ,99.147%;KL123_15_gnd,98.294%;KL123_16_ugd,99.229%		0		0 / 16 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VA9460AA_AS	KL20	K20	Good	-	94.71%	98.35%	-1301 bp	17 / 18 (94.4%)	KL20_01_galF,99.331%;KL20_03_wzi,99.408%;KL20_04_wza,99.211%;KL20_05_wzb,100.0%;KL20_06_wzc,98.757%;KL20_07_wbaP,99.581%;KL20_08_wzy,99.757%;KL20_09,99.422%;KL20_10_wcaN,99.306%;KL20_11_wcaO,98.413%;KL20_12,99.52%;KL20_13_wbaZ,99.407%;KL20_14_wzx,99.286%;KL20_15_gnd,99.574%;KL20_16_manC,98.941%;KL20_17_manB,99.344%;KL20_18_ugd,99.229%	KL20_02_cpsACP	0		0 / 18 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB0005AA_AS	KL48	K48	Very high		100.00%	98.86%	-1 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,99.048%;KL48_03_wzi,99.791%;KL48_04_wza,99.471%;KL48_05_wzb,100.0%;KL48_06_wzc,99.722%;KL48_07_wcaA,99.67%;KL48_08_wcaJ,100.0%;KL48_09_wclL,99.265%;KL48_10_wzy,100.0%;KL48_11_wcqD,99.627%;KL48_12_wckU,100.0%;KL48_13,100.0%;KL48_14_wzx,100.0%;KL48_15_wcqE,99.387%;KL48_16_gnd,100.0%;KL48_17_rmlB,100.0%;KL48_18_rmlA,99.655%;KL48_19_rmlD,100.0%;KL48_20_rmlC,99.459%;KL48_21_ugd,100.0%		0		0 / 21 (0%)		3	KL150_19_gmd,85.285%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB1381AA_AS	KL35	K35	Good	?*	98.37%	96.04%	n/a	20 / 20 (100%)	KL35_01_galF,98.997%;KL35_02_cpsACP,91.346%;KL35_03_wzi,97.28%;KL35_04_wza,98.677%;KL35_05_wzb,98.621%;KL35_06_wzc,98.75%;KL35_07_wzy,98.02%;KL35_08_wcuC,97.15%;KL35_09_wckM,97.938%;KL35_10_wckL,96.257%;KL35_11_wcuQ,99.241%;KL35_12_wzx,96.477%;KL35_13_wckK,98.471%;KL35_14_wbaZ,97.143%;KL35_15_wcaJ,98.498%;KL35_16_wclK,95.48%;KL35_17_gnd,99.787%;KL35_18_manC,97.881%;KL35_19_manB,99.781%;KL35_20_ugd,99.229%		0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB1702AA_AS	KL48	K48	Very high		100.00%	98.85%	-1 bp	21 / 21 (100%)	KL48_01_galF,98.997%;KL48_02_cpsACP,99.048%;KL48_03_wzi,99.791%;KL48_04_wza,99.471%;KL48_05_wzb,100.0%;KL48_06_wzc,99.722%;KL48_07_wcaA,99.67%;KL48_08_wcaJ,100.0%;KL48_09_wclL,99.265%;KL48_10_wzy,100.0%;KL48_11_wcqD,99.627%;KL48_12_wckU,100.0%;KL48_13,100.0%;KL48_14_wzx,100.0%;KL48_15_wcqE,99.387%;KL48_16_gnd,100.0%;KL48_17_rmlB,100.0%;KL48_18_rmlA,99.655%;KL48_19_rmlD,100.0%;KL48_20_rmlC,99.459%;KL48_21_ugd,100.0%		0		0 / 21 (0%)		3	KL150_19_gmd,85.285%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB1727AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB2175AA_AS	KL123	unknown (KL123)	Good	?-*	99.36%	94.98%	n/a	15 / 16 (93.8%)	KL123_01_galF,98.662%;KL123_02_cpsACP,89.524%;KL123_03_wzi,97.699%;KL123_04_wza,99.202%;KL123_05_wzb,99.31%;KL123_06_wzc,98.336%;KL123_07_wckV,95.541%;KL123_09_wzy,97.989%;KL123_10_wcuF,95.393%;KL123_11_wckY,97.778%;KL123_12_wzx,98.807%;KL123_13,95.399%;KL123_14_wcaJ,99.147%;KL123_15_gnd,98.294%;KL123_16_ugd,99.229%	KL123_08_wcoX	0		0 / 16 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB2368AA_AS	KL103	unknown (KL103)	Very high		100.00%	98.69%	+1 bp	21 / 21 (100%)	KL103_01_galF,99.331%;KL103_02_cpsACP,98.095%;KL103_03_wzi,98.954%;KL103_04_wza,99.737%;KL103_05_wzb,100.0%;KL103_06_wzc,99.722%;KL103_07_wbaP,99.791%;KL103_08_wcaA,99.342%;KL103_09,100.0%;KL103_10,99.575%;KL103_11_wcaN,100.0%;KL103_12_wzy,100.0%;KL103_13_wcpL,99.2%;KL103_14_wcuT,98.917%;KL103_15_wzx,100.0%;KL103_16_gnd,99.147%;KL103_17_rmlB,100.0%;KL103_18_rmlA,99.655%;KL103_19_rmlD,99.663%;KL103_20_rmlC,100.0%;KL103_21_ugd,99.743%		0		0 / 21 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB2485AA_AS	KL14	K14	Good	?-*	99.12%	90.71%	n/a	24 / 25 (96%)	KL14_01_galF,98.997%;KL14_02_cpsACP,98.095%;KL14_03_wzi,97.03%;KL14_04_wza,98.945%;KL14_05_wzb,96.552%;KL14_06_wzc,97.241%;KL14_07,89.655%;KL14_08_wzx,90.57%;KL14_09,89.347%;KL14_10,84.756%;KL14_11,92.04%;KL14_12,90.654%;KL14_14,90.809%;KL14_15,94.005%;KL14_16,88.047%;KL14_17_wcaJ,95.494%;KL14_18_gnd,99.787%;KL14_19_manC,99.153%;KL14_20_manB,98.929%;KL14_21_rmlB,99.437%;KL14_22_rmlA,97.917%;KL14_23_rmlD,98.99%;KL14_24_rmlC,97.297%;KL14_25_ugd,99.229%	KL14_13	0		0 / 25 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB2487AA_AS	KL31	K31	Good	?-	96.50%	98.99%	n/a	19 / 20 (95%)	KL31_01_galF,97.993%;KL31_03_wzi,98.614%;KL31_04_wza,100.0%;KL31_05_wzb,99.315%;KL31_06_wzc,99.723%;KL31_07_wctG,99.454%;KL31_08_wcuP,99.288%;KL31_09_wzy,99.455%;KL31_10_wcuC,99.707%;KL31_11_wbaZ,99.743%;KL31_12_wcaJ,99.579%;KL31_13_wctH,99.388%;KL31_14_wctI,99.349%;KL31_15_wzx,100.0%;KL31_16_wcuJ,100.0%;KL31_17_gnd,99.787%;KL31_18_manC,99.153%;KL31_19_manB,98.906%;KL31_20_ugd,99.743%	KL31_02_cpsACP	0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB2545AA_AS	KL20	K20	None	?-	83.02%	98.20%	n/a	12 / 18 (66.7%)	KL20_01_galF,99.331%;KL20_03_wzi,99.408%;KL20_04_wza,99.211%;KL20_05_wzb,100.0%;KL20_07_wbaP,99.581%;KL20_12,99.52%;KL20_13_wbaZ,99.407%;KL20_14_wzx,99.286%;KL20_15_gnd,99.574%;KL20_16_manC,98.941%;KL20_17_manB,99.344%;KL20_18_ugd,99.229%	KL20_02_cpsACP;KL20_06_wzc;KL20_08_wzy;KL20_09;KL20_10_wcaN;KL20_11_wcaO	0		0 / 18 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB2646AA_AS	KL158	unknown (KL158)	None	?-*	83.58%	99.17%	n/a	16 / 22 (72.7%)	KL158_01_galF,99.331%;KL158_02_cpsACP,93.333%;KL158_03_wzi,99.791%;KL158_04_wza,100.0%;KL158_05_wzb,99.315%;KL158_06_wzc,99.721%;KL158_07_wcaA,99.67%;KL158_08_wcaJ,100.0%;KL158_13_cysE,100.0%;KL158_15,99.423%;KL158_17_gnd,100.0%;KL158_18_rmlB,99.437%;KL158_19_rmlA,100.0%;KL158_20_rmlD,100.0%;KL158_21_rmlC,100.0%;KL158_22_ugd,99.743%	KL158_09;KL158_10;KL158_11_wfgD;KL158_12;KL158_14;KL158_16_wzx	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB4822AA_AS	KL125	unknown (KL125)	Good	?*	100.00%	90.93%	n/a	18 / 18 (100%)	KL125_01_galF,99.331%;KL125_02_cpsACP,97.619%;KL125_03_wzi,96.667%;KL125_04_wza,97.625%;KL125_05_wzb,93.706%;KL125_06_wzc,95.961%;KL125_07_wbaP,93.067%;KL125_08_wcaN,89.583%;KL125_09_wzy,92.908%;KL125_10,86.723%;KL125_11,91.481%;KL125_12_wcaG,92.727%;KL125_13_wcuH,91.912%;KL125_14_wzx,91.525%;KL125_15,86.57%;KL125_16,85.271%;KL125_17_gnd,97.228%;KL125_18_ugd,99.743%		0		0 / 18 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB5557AA_AS	KL107	unknown (KL107)	None	?-+*	85.52%	85.18%	n/a	10 / 16 (62.5%)	KL107_01_galF,98.662%;KL107_02_cpsACP,93.333%;KL107_03_wzi,97.699%;KL107_04_wza,94.933%;KL107_11_gnd,98.721%;KL107_12,99.437%;KL107_13,97.931%;KL107_14,98.99%;KL107_15,99.459%;KL107_16_ugd,99.743%	KL107_05_wzb;KL107_06_wzc;KL107_07_wbaP;KL107_08;KL107_09;KL107_10	4	KL103_06_wzc,99.722%;KL103_07_wbaP,99.791%;KL103_08_wcaA,99.342%;KL103_05_wzb,100.0%	0 / 16 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB6211AA_AS	KL14	K14	Low	?-*	93.48%	90.89%	n/a	23 / 25 (92%)	KL14_01_galF,98.997%;KL14_02_cpsACP,98.095%;KL14_04_wza,98.945%;KL14_05_wzb,96.552%;KL14_06_wzc,97.241%;KL14_07,89.655%;KL14_08_wzx,90.57%;KL14_09,89.347%;KL14_10,84.756%;KL14_11,92.04%;KL14_12,90.654%;KL14_14,90.809%;KL14_15,94.278%;KL14_16,88.047%;KL14_17_wcaJ,95.494%;KL14_18_gnd,99.787%;KL14_19_manC,99.153%;KL14_20_manB,98.929%;KL14_21_rmlB,99.437%;KL14_22_rmlA,97.917%;KL14_23_rmlD,98.99%;KL14_24_rmlC,97.297%;KL14_25_ugd,99.229%	KL14_03_wzi;KL14_13	0		0 / 25 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB6212AA_AS	KL14	K14	Good	?-*	99.12%	90.71%	n/a	23 / 25 (92%)	KL14_01_galF,98.997%;KL14_02_cpsACP,98.095%;KL14_03_wzi,97.03%;KL14_04_wza,98.945%;KL14_05_wzb,96.552%;KL14_06_wzc,97.241%;KL14_07,89.655%;KL14_08_wzx,90.57%;KL14_09,89.347%;KL14_10,84.756%;KL14_11,92.04%;KL14_12,90.654%;KL14_14,90.809%;KL14_15,94.278%;KL14_16,88.047%;KL14_18_gnd,99.787%;KL14_19_manC,99.153%;KL14_20_manB,98.929%;KL14_21_rmlB,99.437%;KL14_22_rmlA,97.917%;KL14_23_rmlD,98.99%;KL14_24_rmlC,97.297%;KL14_25_ugd,99.229%	KL14_13;KL14_17_wcaJ	0		0 / 25 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB6221AA_AS	KL14	K14	Good	?-*	99.12%	90.71%	n/a	24 / 25 (96%)	KL14_01_galF,98.997%;KL14_02_cpsACP,98.095%;KL14_03_wzi,97.03%;KL14_04_wza,98.945%;KL14_05_wzb,96.552%;KL14_06_wzc,97.241%;KL14_07,89.655%;KL14_08_wzx,90.57%;KL14_09,89.347%;KL14_10,84.756%;KL14_11,92.04%;KL14_12,90.654%;KL14_14,90.809%;KL14_15,94.278%;KL14_16,88.047%;KL14_17_wcaJ,95.494%;KL14_18_gnd,99.787%;KL14_19_manC,99.153%;KL14_20_manB,98.929%;KL14_21_rmlB,99.437%;KL14_22_rmlA,97.917%;KL14_23_rmlD,98.99%;KL14_24_rmlC,97.297%;KL14_25_ugd,99.229%	KL14_13	0		0 / 25 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB6226AA_AS	KL14	K14	Good	?-*	99.12%	90.71%	n/a	23 / 25 (92%)	KL14_01_galF,98.997%;KL14_02_cpsACP,98.095%;KL14_03_wzi,97.03%;KL14_04_wza,98.945%;KL14_05_wzb,96.552%;KL14_06_wzc,97.241%;KL14_07,89.655%;KL14_08_wzx,90.57%;KL14_09,89.347%;KL14_10,84.756%;KL14_12,90.654%;KL14_14,90.809%;KL14_15,94.278%;KL14_16,88.047%;KL14_17_wcaJ,95.494%;KL14_18_gnd,99.787%;KL14_19_manC,99.153%;KL14_20_manB,98.929%;KL14_21_rmlB,99.437%;KL14_22_rmlA,97.917%;KL14_23_rmlD,98.99%;KL14_24_rmlC,97.297%;KL14_25_ugd,99.229%	KL14_11;KL14_13	0		0 / 25 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB6738AA_AS	KL107	unknown (KL107)	None	?-+	28.37%	77.19%	n/a	1 / 16 (6.2%)	KL107_01_galF,98.328%	KL107_02_cpsACP;KL107_03_wzi;KL107_04_wza;KL107_05_wzb;KL107_06_wzc;KL107_07_wbaP;KL107_08;KL107_09;KL107_10;KL107_11_gnd;KL107_12;KL107_13;KL107_14;KL107_15;KL107_16_ugd	1	KL131_09_rmlB,80.226%	0 / 16 (0%)		1	KL156-D1_01_galF,93.624%
ESC_VB6764AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.78%	n/a	18 / 19 (94.7%)	KL114_01_galF,98.662%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.444%;KL114_07_wbaP,99.79%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.428%;KL114_14_wbaZ,100.0%;KL114_16_gnd,99.787%;KL114_17_manC,98.729%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_15	0		0 / 19 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB6778AA_AS	KL103	unknown (KL103)	Very high		100.00%	98.69%	+1 bp	21 / 21 (100%)	KL103_01_galF,99.331%;KL103_02_cpsACP,98.095%;KL103_03_wzi,98.954%;KL103_04_wza,99.737%;KL103_05_wzb,100.0%;KL103_06_wzc,99.722%;KL103_07_wbaP,99.791%;KL103_08_wcaA,99.342%;KL103_09,100.0%;KL103_10,99.575%;KL103_11_wcaN,100.0%;KL103_12_wzy,100.0%;KL103_13_wcpL,99.2%;KL103_14_wcuT,98.917%;KL103_15_wzx,100.0%;KL103_16_gnd,99.36%;KL103_17_rmlB,100.0%;KL103_18_rmlA,99.655%;KL103_19_rmlD,99.663%;KL103_20_rmlC,100.0%;KL103_21_ugd,99.743%		0		0 / 21 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB6822AA_AS	KL103	unknown (KL103)	Very high		100.00%	98.69%	+1 bp	21 / 21 (100%)	KL103_01_galF,99.331%;KL103_02_cpsACP,98.095%;KL103_03_wzi,98.954%;KL103_04_wza,99.737%;KL103_05_wzb,100.0%;KL103_06_wzc,99.722%;KL103_07_wbaP,99.791%;KL103_08_wcaA,99.342%;KL103_09,100.0%;KL103_10,99.575%;KL103_11_wcaN,100.0%;KL103_12_wzy,100.0%;KL103_13_wcpL,99.2%;KL103_14_wcuT,98.917%;KL103_15_wzx,100.0%;KL103_16_gnd,99.36%;KL103_17_rmlB,100.0%;KL103_18_rmlA,99.655%;KL103_19_rmlD,99.663%;KL103_20_rmlC,100.0%;KL103_21_ugd,99.743%		0		0 / 21 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB7255AA_AS	KL103	unknown (KL103)	Very high		100.00%	98.70%	+2 bp	21 / 21 (100%)	KL103_01_galF,99.331%;KL103_02_cpsACP,98.095%;KL103_03_wzi,98.954%;KL103_04_wza,99.737%;KL103_05_wzb,100.0%;KL103_06_wzc,99.722%;KL103_07_wbaP,99.791%;KL103_08_wcaA,99.342%;KL103_09,100.0%;KL103_10,99.788%;KL103_11_wcaN,100.0%;KL103_12_wzy,100.0%;KL103_13_wcpL,99.2%;KL103_14_wcuT,98.917%;KL103_15_wzx,100.0%;KL103_16_gnd,99.36%;KL103_17_rmlB,100.0%;KL103_18_rmlA,99.655%;KL103_19_rmlD,99.663%;KL103_20_rmlC,100.0%;KL103_21_ugd,99.743%		0		0 / 21 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB7632AA_AS	KL107	unknown (KL107)	None	?-+*	76.09%	88.06%	n/a	10 / 16 (62.5%)	KL107_01_galF,98.662%;KL107_02_cpsACP,93.333%;KL107_03_wzi,98.117%;KL107_04_wza,98.408%;KL107_11_gnd,98.929%;KL107_12,98.873%;KL107_13,97.931%;KL107_14,98.99%;KL107_15,99.459%;KL107_16_ugd,99.743%	KL107_05_wzb;KL107_06_wzc;KL107_07_wbaP;KL107_08;KL107_09;KL107_10	3	KL142_06_wzc,99.172%;KL142_07_wcaA,97.068%;KL142_05_wzb,99.32%	0 / 16 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB7697AA_AS	KL20	K20	Good	-	94.71%	98.35%	-1301 bp	17 / 18 (94.4%)	KL20_01_galF,99.331%;KL20_03_wzi,99.408%;KL20_04_wza,99.211%;KL20_05_wzb,100.0%;KL20_06_wzc,98.757%;KL20_07_wbaP,99.581%;KL20_08_wzy,99.757%;KL20_09,99.422%;KL20_10_wcaN,99.306%;KL20_11_wcaO,98.413%;KL20_12,99.52%;KL20_13_wbaZ,99.407%;KL20_14_wzx,99.286%;KL20_15_gnd,99.574%;KL20_16_manC,98.941%;KL20_17_manB,99.344%;KL20_18_ugd,99.229%	KL20_02_cpsACP	0		0 / 18 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_VB7714AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB7715AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB7730AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB7734AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_VB9454AA_AS	KL39	K39	Good	?	99.54%	98.34%	n/a	20 / 20 (100%)	KL39_01_galF,99.666%;KL39_02_cpsACP,97.619%;KL39_03_wzi,98.536%;KL39_04_wza,99.472%;KL39_05_wzb,100.0%;KL39_06_wzc,99.167%;KL39_07,99.18%;KL39_08_wzy,99.752%;KL39_09_mshA,99.104%;KL39_10_epsH,99.301%;KL39_11_epsJ,98.802%;KL39_12_wzx,99.584%;KL39_13,99.12%;KL39_14,99.08%;KL39_15_wbaZ,99.221%;KL39_16_wcaJ,99.356%;KL39_17_gnd,99.574%;KL39_18_manC,95.975%;KL39_19_manB,98.249%;KL39_20_ugd,100.0%		0		0 / 20 (0%)		3	KL150_19_gmd,98.209%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
